event_id,user_id,event_date,country,device_type,doc_type,step,status,duration_ms,fail_reason,review_type,is_retry,risk_level,sanctions_hit,pep_hit,alert_level,experiment_group
EVT-000023,USR-000023,2025-04-10,越南,Android,passport,doc_capture,success,14192,nil,auto,False,low,False,False,,control
EVT-000023,USR-000023,2025-04-10,越南,Android,passport,ocr,success,11338,nil,auto,False,low,False,False,,control
EVT-000023,USR-000023,2025-04-10,越南,Android,passport,liveness,success,49500,nil,auto,False,medium,False,False,,control
EVT-000023,USR-000023,2025-04-10,越南,Android,passport,review,success,82166,nil,manual,False,low,False,False,,control
EVT-000023,USR-000023,2025-04-10,越南,Android,passport,approved,success,2066,nil,auto,False,low,False,False,,control
EVT-000023,USR-000023,2025-04-10,越南,Android,passport,first_deposit,fail,28525,timeout,auto,False,low,False,False,,control
EVT-000024,USR-000024,2025-04-27,尼日利亚,Web,id_card,register,success,1185,nil,auto,False,low,False,False,,control
EVT-000024,USR-000024,2025-04-27,尼日利亚,Web,id_card,doc_capture,success,21649,nil,auto,False,low,False,False,,control
EVT-000024,USR-000024,2025-04-27,尼日利亚,Web,id_card,ocr,success,2366,nil,auto,False,low,False,False,,control
EVT-000024,USR-000024,2025-04-27,尼日利亚,Web,id_card,liveness,fail,29432,network_error,auto,False,low,False,False,,control
EVT-000025,USR-000025,2025-04-08,韩国,iOS,id_card,register,success,3000,nil,auto,False,low,False,False,,group_b
EVT-000025,USR-000025,2025-04-08,韩国,iOS,id_card,doc_capture,timeout,30000,nil,auto,False,low,False,False,,group_b
EVT-000026,USR-000026,2025-04-22,日本,Android,id_card,register,success,1039,nil,auto,False,low,False,False,,group_a
EVT-000026,USR-000026,2025-04-22,日本,Android,id_card,doc_capture,success,19043,nil,auto,False,low,False,False,,group_a
EVT-000026,USR-000026,2025-04-22,日本,Android,id_card,ocr,success,16500,nil,auto,False,low,False,False,,group_a
EVT-000026,USR-000026,2025-04-22,日本,Android,id_card,liveness,success,17578,nil,auto,False,low,False,False,,group_a
EVT-000026,USR-000026,2025-04-22,日本,Android,id_card,review,fail,86393,nil,manual,False,low,False,False,,group_a
EVT-000027,USR-000027,2025-04-25,美国,Web,drivers_license,register,success,2128,nil,auto,False,medium,False,False,,group_a
EVT-000027,USR-000027,2025-04-25,美国,Web,drivers_license,doc_capture,success,4481,nil,auto,False,low,False,False,,group_a
EVT-000027,USR-000027,2025-04-25,美国,Web,drivers_license,ocr,success,6323,nil,auto,False,low,False,False,,group_a
EVT-000027,USR-000027,2025-04-25,美国,Web,drivers_license,liveness,success,18715,nil,auto,False,low,False,False,,group_a
EVT-000027,USR-000027,2025-04-25,美国,Web,drivers_license,review,success,48955,nil,auto,False,high,False,False,,group_a
EVT-000027,USR-000027,2025-04-25,美国,Web,drivers_license,approved,fail,1316,timeout,auto,False,medium,False,False,,group_a
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,register,success,1959,nil,auto,False,medium,False,False,,group_b
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,doc_capture,success,15318,nil,auto,False,low,False,False,,group_b
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,ocr,success,13889,nil,auto,False,low,False,False,,group_b
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,liveness,success,49289,nil,auto,False,low,False,False,,group_b
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,review,success,52505,nil,auto,False,low,False,False,,group_b
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,approved,success,3569,nil,manual,False,medium,False,False,,group_b
EVT-000028,USR-000028,2025-04-01,越南,Android,passport,first_deposit,success,19482,nil,auto,False,low,False,False,,group_b
EVT-000029,USR-000029,2025-04-03,印度,iOS,passport,register,success,2109,nil,auto,False,low,False,False,,group_a
EVT-000029,USR-000029,2025-04-03,印度,iOS,passport,doc_capture,success,30000,nil,auto,False,low,False,False,,group_a
EVT-000029,USR-000029,2025-04-03,印度,iOS,passport,ocr,fail,3329,blur,auto,False,medium,False,False,,group_a
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,register,success,729,nil,auto,False,low,False,False,,control
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,doc_capture,success,15039,nil,auto,True,low,False,False,,control
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,ocr,success,11961,nil,auto,False,low,False,False,,control
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,liveness,success,27167,nil,auto,False,medium,False,False,,control
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,review,success,108000,nil,auto,False,medium,False,False,,control
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,approved,success,3802,nil,auto,False,low,False,False,,control
EVT-000030,USR-000030,2025-04-27,巴西,Web,drivers_license,first_deposit,success,30081,nil,auto,False,low,False,False,,control
EVT-000031,USR-000031,2025-04-11,日本,iOS,id_card,register,success,1062,nil,auto,False,low,False,False,,control
EVT-000031,USR-000031,2025-04-11,日本,iOS,id_card,doc_capture,success,21679,nil,auto,True,low,False,False,,control
EVT-000031,USR-000031,2025-04-11,日本,iOS,id_card,ocr,fail,3742,blur,auto,False,low,False,False,,control
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,register,success,801,nil,auto,False,low,False,False,,group_b
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,doc_capture,success,14288,nil,auto,False,low,False,False,,group_b
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,ocr,success,7724,nil,auto,False,low,False,False,,group_b
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,liveness,success,10460,nil,auto,False,low,False,False,,group_b
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,review,success,71590,nil,manual,False,low,False,False,,group_b
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,approved,success,1346,nil,manual,False,high,False,False,,group_b
EVT-000032,USR-000032,2025-04-21,越南,iOS,drivers_license,first_deposit,timeout,60000,nil,auto,False,low,False,False,,group_b
EVT-000033,USR-000033,2025-04-07,美国,iOS,id_card,register,success,2414,nil,auto,False,low,False,False,,control
EVT-000033,USR-000033,2025-04-07,美国,iOS,id_card,doc_capture,success,8148,nil,auto,True,medium,False,False,,control
EVT-000033,USR-000033,2025-04-07,美国,iOS,id_card,ocr,success,10720,nil,auto,False,low,False,False,,control
EVT-000033,USR-000033,2025-04-07,美国,iOS,id_card,liveness,success,18530,nil,auto,False,low,False,False,,control
EVT-000033,USR-000033,2025-04-07,美国,iOS,id_card,review,success,120000,nil,manual,False,low,False,False,,control
EVT-000033,USR-000033,2025-04-07,美国,iOS,id_card,approved,fail,2066,occlusion,auto,False,low,False,False,,control
EVT-000034,USR-000034,2025-04-01,法国,Android,passport,register,success,1472,nil,auto,False,low,False,False,,group_a
EVT-000034,USR-000034,2025-04-01,法国,Android,passport,doc_capture,success,33000,nil,auto,False,high,False,False,,group_a
EVT-000034,USR-000034,2025-04-01,法国,Android,passport,ocr,fail,6242,glare,auto,False,low,False,False,,group_a
EVT-000035,USR-000035,2025-04-07,美国,Android,passport,register,success,3300,nil,auto,False,low,False,False,,control
EVT-000035,USR-000035,2025-04-07,美国,Android,passport,doc_capture,fail,13080,blur,auto,False,low,False,False,,control
EVT-000036,USR-000036,2025-04-03,阿根廷,iOS,passport,register,success,1788,nil,auto,False,low,False,False,,group_b
EVT-000036,USR-000036,2025-04-03,阿根廷,iOS,passport,doc_capture,fail,18912,occlusion,auto,False,low,False,False,,group_b
EVT-000037,USR-000037,2025-04-03,印度,Android,passport,register,success,3285,nil,auto,False,low,False,False,,group_b
EVT-000037,USR-000037,2025-04-03,印度,Android,passport,doc_capture,success,9880,nil,auto,False,low,False,False,,group_b
EVT-000037,USR-000037,2025-04-03,印度,Android,passport,ocr,success,13112,nil,auto,False,low,False,False,,group_b
EVT-000037,USR-000037,2025-04-03,印度,Android,passport,liveness,success,33635,nil,auto,False,low,False,False,,group_b
EVT-000037,USR-000037,2025-04-03,印度,Android,passport,review,timeout,132000,nil,manual,False,low,False,False,,group_b
EVT-000038,USR-000038,2025-04-16,美国,iOS,id_card,register,success,1021,nil,auto,False,low,False,False,,group_b
EVT-000038,USR-000038,2025-04-16,美国,iOS,id_card,doc_capture,success,15255,nil,auto,False,medium,False,False,,group_b
EVT-000038,USR-000038,2025-04-16,美国,iOS,id_card,ocr,success,9197,nil,auto,False,low,False,False,,group_b
EVT-000038,USR-000038,2025-04-16,美国,iOS,id_card,liveness,success,20016,nil,auto,False,low,False,False,,group_b
EVT-000038,USR-000038,2025-04-16,美国,iOS,id_card,review,success,68202,nil,auto,False,medium,False,False,,group_b
EVT-000038,USR-000038,2025-04-16,美国,iOS,id_card,approved,fail,3063,blur,auto,False,low,False,False,,group_b
EVT-000039,USR-000039,2025-04-21,越南,iOS,drivers_license,register,success,1191,nil,auto,False,low,False,False,,control
EVT-000039,USR-000039,2025-04-21,越南,iOS,drivers_license,doc_capture,success,28036,nil,auto,False,medium,False,False,,control
EVT-000039,USR-000039,2025-04-21,越南,iOS,drivers_license,ocr,success,15000,nil,auto,False,medium,False,False,,control
EVT-000039,USR-000039,2025-04-21,越南,iOS,drivers_license,liveness,fail,37599,mismatch,auto,False,low,False,False,,control
EVT-000040,USR-000040,2025-04-11,阿根廷,Android,drivers_license,register,success,1528,nil,auto,False,low,False,False,,control
EVT-000040,USR-000040,2025-04-11,阿根廷,Android,drivers_license,doc_capture,fail,10851,blur,auto,False,medium,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,register,success,1821,nil,auto,False,low,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,doc_capture,success,14673,nil,auto,False,low,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,ocr,success,5670,nil,auto,False,medium,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,liveness,success,14799,nil,auto,False,low,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,review,success,61026,nil,auto,False,low,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,approved,success,1645,nil,auto,False,low,False,False,,control
EVT-000041,USR-000041,2025-04-15,美国,iOS,id_card,first_deposit,fail,31079,mismatch,auto,False,low,False,False,,control
EVT-000042,USR-000042,2025-04-05,美国,Android,id_card,register,success,1746,nil,auto,False,low,False,False,,control
EVT-000042,USR-000042,2025-04-05,美国,Android,id_card,doc_capture,timeout,33000,nil,auto,False,low,False,False,,control
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,register,success,1184,nil,auto,False,high,False,False,,group_a
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,doc_capture,success,17678,nil,auto,False,low,False,False,,group_a
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,ocr,success,4483,nil,auto,False,high,False,False,,group_a
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,liveness,success,31261,nil,auto,False,low,False,False,,group_a
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,review,success,96628,nil,manual,False,low,False,False,,group_a
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,approved,success,2166,nil,auto,False,high,False,False,,group_a
EVT-000043,USR-000043,2025-04-28,土耳其,Web,id_card,first_deposit,success,12548,nil,auto,False,low,False,False,,group_a
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,register,success,3000,nil,auto,False,medium,False,False,,group_b
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,doc_capture,success,15796,nil,auto,False,medium,False,False,,group_b
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,ocr,success,14379,nil,auto,False,low,False,False,,group_b
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,liveness,success,28939,nil,auto,False,low,False,False,,group_b
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,review,success,59844,nil,manual,False,low,False,False,,group_b
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,approved,success,2649,nil,auto,False,low,False,False,,group_b
EVT-000044,USR-000044,2025-04-28,越南,iOS,id_card,first_deposit,fail,16058,deepfake,auto,False,low,False,False,,group_b
EVT-000045,USR-000045,2025-04-23,英国,Android,drivers_license,register,success,1489,nil,auto,False,low,False,False,,group_b
EVT-000045,USR-000045,2025-04-23,英国,Android,drivers_license,doc_capture,success,15772,nil,auto,False,low,False,False,,group_b
EVT-000045,USR-000045,2025-04-23,英国,Android,drivers_license,ocr,timeout,16500,nil,auto,False,low,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,register,success,511,nil,auto,False,low,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,doc_capture,success,16420,nil,auto,False,medium,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,ocr,success,5164,nil,auto,False,low,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,liveness,success,40500,nil,auto,False,medium,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,review,success,54409,nil,manual,False,low,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,approved,success,1328,nil,auto,False,low,False,False,,group_b
EVT-000046,USR-000046,2025-04-30,美国,Web,id_card,first_deposit,success,54000,nil,auto,False,low,False,False,,group_b
EVT-000047,USR-000047,2025-04-27,加拿大,Android,id_card,register,success,2431,nil,auto,False,low,False,False,,group_b
EVT-000047,USR-000047,2025-04-27,加拿大,Android,id_card,doc_capture,success,23906,nil,auto,False,low,False,False,,group_b
EVT-000047,USR-000047,2025-04-27,加拿大,Android,id_card,ocr,success,16500,nil,auto,False,low,False,False,,group_b
EVT-000047,USR-000047,2025-04-27,加拿大,Android,id_card,liveness,success,17089,nil,auto,False,low,False,False,,group_b
EVT-000047,USR-000047,2025-04-27,加拿大,Android,id_card,review,fail,117684,mismatch,auto,False,medium,False,False,,group_b
EVT-000048,USR-000048,2025-04-01,尼日利亚,Android,passport,register,success,3300,nil,auto,False,low,False,False,,group_a
EVT-000048,USR-000048,2025-04-01,尼日利亚,Android,passport,doc_capture,success,25430,nil,auto,False,medium,False,False,,group_a
EVT-000048,USR-000048,2025-04-01,尼日利亚,Android,passport,ocr,success,10013,nil,auto,False,low,False,False,,group_a
EVT-000048,USR-000048,2025-04-01,尼日利亚,Android,passport,liveness,success,16888,nil,auto,False,low,False,False,,group_a
EVT-000048,USR-000048,2025-04-01,尼日利亚,Android,passport,review,fail,41722,expired,manual,False,low,False,False,,group_a
EVT-000049,USR-000049,2025-04-06,德国,iOS,id_card,register,success,3000,nil,auto,False,low,False,False,,group_a
EVT-000049,USR-000049,2025-04-06,德国,iOS,id_card,doc_capture,success,15409,nil,auto,False,low,False,False,,group_a
EVT-000049,USR-000049,2025-04-06,德国,iOS,id_card,ocr,success,5631,nil,auto,False,low,False,False,,group_a
EVT-000049,USR-000049,2025-04-06,德国,iOS,id_card,liveness,success,17229,nil,auto,False,medium,False,False,,group_a
EVT-000049,USR-000049,2025-04-06,德国,iOS,id_card,review,fail,93374,mismatch,auto,False,low,False,False,,group_a
EVT-000050,USR-000050,2025-04-18,美国,Android,drivers_license,register,success,1280,nil,auto,False,low,False,False,,control
EVT-000050,USR-000050,2025-04-18,美国,Android,drivers_license,doc_capture,success,11642,nil,auto,False,low,False,False,,control
EVT-000050,USR-000050,2025-04-18,美国,Android,drivers_license,ocr,success,16500,nil,auto,False,low,False,False,,control
EVT-000050,USR-000050,2025-04-18,美国,Android,drivers_license,liveness,success,11593,nil,auto,False,low,False,False,,control
EVT-000050,USR-000050,2025-04-18,美国,Android,drivers_license,review,success,90454,nil,auto,False,low,False,False,,control
EVT-000050,USR-000050,2025-04-18,美国,Android,drivers_license,approved,success,2843,nil,auto,False,low,False,False,,control
